t, c	M(t), נאה	E(t), נאה	Theta(t), נאה	Vp, (ךל/ס)	Vr, (ךל/c)	V, (ךלc)	r (ךל)
1293	1.45919	1.4597	1.46021	7.66258	0.00392572	7.66258	6789.11
1294	1.46031	1.46083	1.46134	7.66257	0.00392621	7.66257	6789.12
1295	1.46144	1.46196	1.46247	7.66257	0.00392669	7.66257	6789.12
1296	1.46257	1.46308	1.4636	7.66256	0.00392717	7.66256	6789.12
1297	1.4637	1.46421	1.46473	7.66256	0.00392765	7.66256	6789.13
1298	1.46483	1.46534	1.46585	7.66255	0.00392812	7.66255	6789.13
1299	1.46596	1.46647	1.46698	7.66255	0.00392858	7.66255	6789.14
1300	1.46709	1.4676	1.46811	7.66254	0.00392904	7.66255	6789.14
1301	1.46821	1.46873	1.46924	7.66254	0.0039295	7.66254	6789.14
1302	1.46934	1.46986	1.47037	7.66254	0.00392995	7.66254	6789.15
1303	1.47047	1.47098	1.4715	7.66253	0.00393039	7.66253	6789.15
1304	1.4716	1.47211	1.47263	7.66253	0.00393083	7.66253	6789.16
1305	1.47273	1.47324	1.47375	7.66252	0.00393126	7.66252	6789.16
1306	1.47386	1.47437	1.47488	7.66252	0.00393169	7.66252	6789.16
1307	1.47499	1.4755	1.47601	7.66251	0.00393212	7.66251	6789.17
1308	1.47611	1.47663	1.47714	7.66251	0.00393254	7.66251	6789.17
1309	1.47724	1.47776	1.47827	7.6625	0.00393295	7.66251	6789.17
1310	1.47837	1.47888	1.4794	7.6625	0.00393336	7.6625	6789.18
1311	1.4795	1.48001	1.48053	7.6625	0.00393377	7.6625	6789.18
1312	1.48063	1.48114	1.48166	7.66249	0.00393416	7.66249	6789.19
1313	1.48176	1.48227	1.48278	7.66249	0.00393456	7.66249	6789.19
1314	1.48289	1.4834	1.48391	7.66248	0.00393495	7.66248	6789.19
1315	1.48401	1.48453	1.48504	7.66248	0.00393533	7.66248	6789.2
1316	1.48514	1.48566	1.48617	7.66247	0.00393571	7.66247	6789.2
1317	1.48627	1.48678	1.4873	7.66247	0.00393609	7.66247	6789.21
1318	1.4874	1.48791	1.48843	7.66246	0.00393646	7.66247	6789.21
1319	1.48853	1.48904	1.48956	7.66246	0.00393682	7.66246	6789.21
1320	1.48966	1.49017	1.49068	7.66246	0.00393718	7.66246	6789.22
1321	1.49079	1.4913	1.49181	7.66245	0.00393753	7.66245	6789.22
1322	1.49191	1.49243	1.49294	7.66245	0.00393788	7.66245	6789.23
1323	1.49304	1.49356	1.49407	7.66244	0.00393823	7.66244	6789.23
1324	1.49417	1.49468	1.4952	7.66244	0.00393857	7.66244	6789.23
1325	1.4953	1.49581	1.49633	7.66243	0.0039389	7.66243	6789.24
1326	1.49643	1.49694	1.49746	7.66243	0.00393923	7.66243	6789.24
1327	1.49756	1.49807	1.49858	7.66242	0.00393955	7.66243	6789.25
1328	1.49868	1.4992	1.49971	7.66242	0.00393987	7.66242	6789.25
1329	1.49981	1.50033	1.50084	7.66242	0.00394019	7.66242	6789.25
1330	1.50094	1.50146	1.50197	7.66241	0.0039405	7.66241	6789.26
1331	1.50207	1.50258	1.5031	7.66241	0.0039408	7.66241	6789.26
1332	1.5032	1.50371	1.50423	7.6624	0.0039411	7.6624	6789.27
1333	1.50433	1.50484	1.50536	7.6624	0.00394139	7.6624	6789.27
1334	1.50546	1.50597	1.50648	7.66239	0.00394168	7.66239	6789.27
1335	1.50658	1.5071	1.50761	7.66239	0.00394197	7.66239	6789.28
1336	1.50771	1.50823	1.50874	7.66238	0.00394224	7.66239	6789.28
1337	1.50884	1.50936	1.50987	7.66238	0.00394252	7.66238	6789.29
1338	1.50997	1.51048	1.511	7.66238	0.00394279	7.66238	6789.29
1339	1.5111	1.51161	1.51213	7.66237	0.00394305	7.66237	6789.29
1340	1.51223	1.51274	1.51326	7.66237	0.00394331	7.66237	6789.3
1341	1.51336	1.51387	1.51438	7.66236	0.00394356	7.66236	6789.3
1342	1.51448	1.515	1.51551	7.66236	0.00394381	7.66236	6789.3
1343	1.51561	1.51613	1.51664	7.66235	0.00394406	7.66235	6789.31
1344	1.51674	1.51726	1.51777	7.66235	0.0039443	7.66235	6789.31
1345	1.51787	1.51838	1.5189	7.66234	0.00394453	7.66235	6789.32
1346	1.519	1.51951	1.52003	7.66234	0.00394476	7.66234	6789.32
1347	1.52013	1.52064	1.52116	7.66234	0.00394498	7.66234	6789.32
1348	1.52126	1.52177	1.52229	7.66233	0.0039452	7.66233	6789.33
1349	1.52238	1.5229	1.52341	7.66233	0.00394541	7.66233	6789.33
1350	1.52351	1.52403	1.52454	7.66232	0.00394562	7.66232	6789.34
1351	1.52464	1.52516	1.52567	7.66232	0.00394583	7.66232	6789.34
1352	1.52577	1.52628	1.5268	7.66231	0.00394602	7.66231	6789.34
1353	1.5269	1.52741	1.52793	7.66231	0.00394622	7.66231	6789.35
1354	1.52803	1.52854	1.52906	7.6623	0.00394641	7.66231	6789.35
1355	1.52915	1.52967	1.53019	7.6623	0.00394659	7.6623	6789.36
1356	1.53028	1.5308	1.53131	7.6623	0.00394677	7.6623	6789.36
1357	1.53141	1.53193	1.53244	7.66229	0.00394694	7.66229	6789.36
1358	1.53254	1.53306	1.53357	7.66229	0.00394711	7.66229	6789.37
1359	1.53367	1.53418	1.5347	7.66228	0.00394727	7.66228	6789.37
1360	1.5348	1.53531	1.53583	7.66228	0.00394743	7.66228	6789.38
1361	1.53593	1.53644	1.53696	7.66227	0.00394759	7.66227	6789.38
1362	1.53705	1.53757	1.53809	7.66227	0.00394773	7.66227	6789.38
1363	1.53818	1.5387	1.53921	7.66226	0.00394788	7.66227	6789.39
1364	1.53931	1.53983	1.54034	7.66226	0.00394802	7.66226	6789.39
1365	1.54044	1.54096	1.54147	7.66226	0.00394815	7.66226	6789.4
1366	1.54157	1.54208	1.5426	7.66225	0.00394828	7.66225	6789.4
1367	1.5427	1.54321	1.54373	7.66225	0.0039484	7.66225	6789.4
1368	1.54383	1.54434	1.54486	7.66224	0.00394852	7.66224	6789.41
1369	1.54495	1.54547	1.54599	7.66224	0.00394863	7.66224	6789.41
1370	1.54608	1.5466	1.54711	7.66223	0.00394874	7.66223	6789.42
1371	1.54721	1.54773	1.54824	7.66223	0.00394884	7.66223	6789.42
1372	1.54834	1.54886	1.54937	7.66222	0.00394894	7.66223	6789.42
1373	1.54947	1.54998	1.5505	7.66222	0.00394903	7.66222	6789.43
1374	1.5506	1.55111	1.55163	7.66222	0.00394912	7.66222	6789.43
1375	1.55173	1.55224	1.55276	7.66221	0.0039492	7.66221	6789.44
1376	1.55285	1.55337	1.55388	7.66221	0.00394928	7.66221	6789.44
1377	1.55398	1.5545	1.55501	7.6622	0.00394936	7.6622	6789.44
1378	1.55511	1.55563	1.55614	7.6622	0.00394942	7.6622	6789.45
1379	1.55624	1.55676	1.55727	7.66219	0.00394949	7.66219	6789.45
1380	1.55737	1.55788	1.5584	7.66219	0.00394954	7.66219	6789.45
1381	1.5585	1.55901	1.55953	7.66218	0.0039496	7.66218	6789.46
1382	1.55963	1.56014	1.56066	7.66218	0.00394964	7.66218	6789.46
1383	1.56075	1.56127	1.56178	7.66217	0.00394969	7.66218	6789.47
1384	1.56188	1.5624	1.56291	7.66217	0.00394972	7.66217	6789.47
1385	1.56301	1.56353	1.56404	7.66217	0.00394976	7.66217	6789.47
1386	1.56414	1.56465	1.56517	7.66216	0.00394978	7.66216	6789.48
1387	1.56527	1.56578	1.5663	7.66216	0.00394981	7.66216	6789.48
1388	1.5664	1.56691	1.56743	7.66215	0.00394982	7.66215	6789.49
1389	1.56752	1.56804	1.56856	7.66215	0.00394984	7.66215	6789.49
1390	1.56865	1.56917	1.56968	7.66214	0.00394984	7.66214	6789.49
1391	1.56978	1.5703	1.57081	7.66214	0.00394985	7.66214	6789.5
1392	1.57091	1.57143	1.57194	7.66213	0.00394984	7.66214	6789.5
1393	1.57204	1.57255	1.57307	7.66213	0.00394984	7.66213	6789.51
1394	1.57317	1.57368	1.5742	7.66213	0.00394982	7.66213	6789.51
1395	1.5743	1.57481	1.57533	7.66212	0.00394981	7.66212	6789.51
1396	1.57542	1.57594	1.57646	7.66212	0.00394978	7.66212	6789.52
1397	1.57655	1.57707	1.57758	7.66211	0.00394976	7.66211	6789.52
1398	1.57768	1.5782	1.57871	7.66211	0.00394972	7.66211	6789.53
1399	1.57881	1.57933	1.57984	7.6621	0.00394969	7.6621	6789.53
1400	1.57994	1.58045	1.58097	7.6621	0.00394964	7.6621	6789.53
1401	1.58107	1.58158	1.5821	7.66209	0.00394959	7.6621	6789.54
1402	1.5822	1.58271	1.58323	7.66209	0.00394954	7.66209	6789.54
1403	1.58332	1.58384	1.58436	7.66209	0.00394948	7.66209	6789.55
1404	1.58445	1.58497	1.58548	7.66208	0.00394942	7.66208	6789.55
1405	1.58558	1.5861	1.58661	7.66208	0.00394935	7.66208	6789.55
1406	1.58671	1.58723	1.58774	7.66207	0.00394928	7.66207	6789.56
1407	1.58784	1.58835	1.58887	7.66207	0.0039492	7.66207	6789.56
1408	1.58897	1.58948	1.59	7.66206	0.00394912	7.66206	6789.57
1409	1.5901	1.59061	1.59113	7.66206	0.00394903	7.66206	6789.57
1410	1.59122	1.59174	1.59225	7.66205	0.00394894	7.66206	6789.57
1411	1.59235	1.59287	1.59338	7.66205	0.00394884	7.66205	6789.58
1412	1.59348	1.594	1.59451	7.66205	0.00394874	7.66205	6789.58
1413	1.59461	1.59512	1.59564	7.66204	0.00394863	7.66204	6789.59
1414	1.59574	1.59625	1.59677	7.66204	0.00394852	7.66204	6789.59
1415	1.59687	1.59738	1.5979	7.66203	0.0039484	7.66203	6789.59
1416	1.598	1.59851	1.59903	7.66203	0.00394827	7.66203	6789.6
1417	1.59912	1.59964	1.60015	7.66202	0.00394815	7.66202	6789.6
1418	1.60025	1.60077	1.60128	7.66202	0.00394801	7.66202	6789.6
1419	1.60138	1.6019	1.60241	7.66201	0.00394787	7.66202	6789.61
1420	1.60251	1.60302	1.60354	7.66201	0.00394773	7.66201	6789.61
1421	1.60364	1.60415	1.60467	7.66201	0.00394758	7.66201	6789.62
1422	1.60477	1.60528	1.6058	7.662	0.00394743	7.662	6789.62
1423	1.60589	1.60641	1.60693	7.662	0.00394727	7.662	6789.62
1424	1.60702	1.60754	1.60805	7.66199	0.00394711	7.66199	6789.63
1425	1.60815	1.60867	1.60918	7.66199	0.00394694	7.66199	6789.63
1426	1.60928	1.6098	1.61031	7.66198	0.00394676	7.66198	6789.64
1427	1.61041	1.61092	1.61144	7.66198	0.00394659	7.66198	6789.64
1428	1.61154	1.61205	1.61257	7.66197	0.0039464	7.66198	6789.64
1429	1.61267	1.61318	1.6137	7.66197	0.00394621	7.66197	6789.65
1430	1.61379	1.61431	1.61482	7.66197	0.00394602	7.66197	6789.65
1431	1.61492	1.61544	1.61595	7.66196	0.00394582	7.66196	6789.66
1432	1.61605	1.61657	1.61708	7.66196	0.00394562	7.66196	6789.66
1433	1.61718	1.6177	1.61821	7.66195	0.00394541	7.66195	6789.66
1434	1.61831	1.61882	1.61934	7.66195	0.00394519	7.66195	6789.67
1435	1.61944	1.61995	1.62047	7.66194	0.00394498	7.66194	6789.67
1436	1.62057	1.62108	1.6216	7.66194	0.00394475	7.66194	6789.68
1437	1.62169	1.62221	1.62272	7.66193	0.00394452	7.66194	6789.68
1438	1.62282	1.62334	1.62385	7.66193	0.00394429	7.66193	6789.68
1439	1.62395	1.62447	1.62498	7.66193	0.00394405	7.66193	6789.69
1440	1.62508	1.62559	1.62611	7.66192	0.00394381	7.66192	6789.69
1441	1.62621	1.62672	1.62724	7.66192	0.00394356	7.66192	6789.7
1442	1.62734	1.62785	1.62837	7.66191	0.0039433	7.66191	6789.7
1443	1.62847	1.62898	1.62949	7.66191	0.00394304	7.66191	6789.7
1444	1.62959	1.63011	1.63062	7.6619	0.00394278	7.6619	6789.71
1445	1.63072	1.63124	1.63175	7.6619	0.00394251	7.6619	6789.71
1446	1.63185	1.63237	1.63288	7.66189	0.00394224	7.6619	6789.72
1447	1.63298	1.63349	1.63401	7.66189	0.00394196	7.66189	6789.72
1448	1.63411	1.63462	1.63514	7.66189	0.00394167	7.66189	6789.72
1449	1.63524	1.63575	1.63627	7.66188	0.00394139	7.66188	6789.73
1450	1.63637	1.63688	1.63739	7.66188	0.00394109	7.66188	6789.73
1451	1.63749	1.63801	1.63852	7.66187	0.00394079	7.66187	6789.74
1452	1.63862	1.63914	1.63965	7.66187	0.00394049	7.66187	6789.74
1453	1.63975	1.64026	1.64078	7.66186	0.00394018	7.66186	6789.74
1454	1.64088	1.64139	1.64191	7.66186	0.00393986	7.66186	6789.75
1455	1.64201	1.64252	1.64304	7.66185	0.00393955	7.66186	6789.75
1456	1.64314	1.64365	1.64416	7.66185	0.00393922	7.66185	6789.75
1457	1.64426	1.64478	1.64529	7.66185	0.00393889	7.66185	6789.76
1458	1.64539	1.64591	1.64642	7.66184	0.00393856	7.66184	6789.76
1459	1.64652	1.64704	1.64755	7.66184	0.00393822	7.66184	6789.77
1460	1.64765	1.64816	1.64868	7.66183	0.00393787	7.66183	6789.77
1461	1.64878	1.64929	1.64981	7.66183	0.00393752	7.66183	6789.77
1462	1.64991	1.65042	1.65094	7.66182	0.00393717	7.66182	6789.78
1463	1.65104	1.65155	1.65206	7.66182	0.00393681	7.66182	6789.78
1464	1.65216	1.65268	1.65319	7.66181	0.00393645	7.66182	6789.79
1465	1.65329	1.65381	1.65432	7.66181	0.00393608	7.66181	6789.79
1466	1.65442	1.65494	1.65545	7.66181	0.0039357	7.66181	6789.79
1467	1.65555	1.65606	1.65658	7.6618	0.00393532	7.6618	6789.8
1468	1.65668	1.65719	1.65771	7.6618	0.00393494	7.6618	6789.8
1469	1.65781	1.65832	1.65883	7.66179	0.00393455	7.66179	6789.81
1470	1.65894	1.65945	1.65996	7.66179	0.00393416	7.66179	6789.81
1471	1.66006	1.66058	1.66109	7.66178	0.00393376	7.66178	6789.81
1472	1.66119	1.66171	1.66222	7.66178	0.00393335	7.66178	6789.82
1473	1.66232	1.66283	1.66335	7.66177	0.00393294	7.66178	6789.82
1474	1.66345	1.66396	1.66448	7.66177	0.00393253	7.66177	6789.83
1475	1.66458	1.66509	1.6656	7.66177	0.00393211	7.66177	6789.83
1476	1.66571	1.66622	1.66673	7.66176	0.00393168	7.66176	6789.83
1477	1.66684	1.66735	1.66786	7.66176	0.00393125	7.66176	6789.84
1478	1.66796	1.66848	1.66899	7.66175	0.00393082	7.66175	6789.84
1479	1.66909	1.66961	1.67012	7.66175	0.00393038	7.66175	6789.85
1480	1.67022	1.67073	1.67125	7.66174	0.00392994	7.66174	6789.85
1481	1.67135	1.67186	1.67238	7.66174	0.00392949	7.66174	6789.85
1482	1.67248	1.67299	1.6735	7.66173	0.00392903	7.66174	6789.86
1483	1.67361	1.67412	1.67463	7.66173	0.00392857	7.66173	6789.86
1484	1.67474	1.67525	1.67576	7.66173	0.00392811	7.66173	6789.86
1485	1.67586	1.67638	1.67689	7.66172	0.00392764	7.66172	6789.87
1486	1.67699	1.6775	1.67802	7.66172	0.00392716	7.66172	6789.87
1487	1.67812	1.67863	1.67915	7.66171	0.00392669	7.66171	6789.88
1488	1.67925	1.67976	1.68027	7.66171	0.0039262	7.66171	6789.88
1489	1.68038	1.68089	1.6814	7.6617	0.00392571	7.6617	6789.88
1490	1.68151	1.68202	1.68253	7.6617	0.00392522	7.6617	6789.89
1491	1.68263	1.68315	1.68366	7.66169	0.00392472	7.6617	6789.89
1492	1.68376	1.68428	1.68479	7.66169	0.00392421	7.66169	6789.9
1493	1.68489	1.6854	1.68592	7.66169	0.0039237	7.66169	6789.9
1494	1.68602	1.68653	1.68704	7.66168	0.00392319	7.66168	6789.9
1495	1.68715	1.68766	1.68817	7.66168	0.00392267	7.66168	6789.91
1496	1.68828	1.68879	1.6893	7.66167	0.00392215	7.66167	6789.91
1497	1.68941	1.68992	1.69043	7.66167	0.00392162	7.66167	6789.92
1498	1.69053	1.69105	1.69156	7.66166	0.00392108	7.66166	6789.92
1499	1.69166	1.69217	1.69269	7.66166	0.00392054	7.66166	6789.92
1500	1.69279	1.6933	1.69381	7.66165	0.00392	7.66166	6789.93
1501	1.69392	1.69443	1.69494	7.66165	0.00391945	7.66165	6789.93
1502	1.69505	1.69556	1.69607	7.66165	0.00391889	7.66165	6789.94
1503	1.69618	1.69669	1.6972	7.66164	0.00391833	7.66164	6789.94
1504	1.69731	1.69782	1.69833	7.66164	0.00391777	7.66164	6789.94
1505	1.69843	1.69895	1.69946	7.66163	0.0039172	7.66163	6789.95
1506	1.69956	1.70007	1.70059	7.66163	0.00391663	7.66163	6789.95
1507	1.70069	1.7012	1.70171	7.66162	0.00391605	7.66162	6789.96
1508	1.70182	1.70233	1.70284	7.66162	0.00391546	7.66162	6789.96
1509	1.70295	1.70346	1.70397	7.66161	0.00391487	7.66162	6789.96
1510	1.70408	1.70459	1.7051	7.66161	0.00391428	7.66161	6789.97
1511	1.70521	1.70572	1.70623	7.66161	0.00391368	7.66161	6789.97
1512	1.70633	1.70684	1.70736	7.6616	0.00391308	7.6616	6789.97
1513	1.70746	1.70797	1.70848	7.6616	0.00391247	7.6616	6789.98
1514	1.70859	1.7091	1.70961	7.66159	0.00391185	7.66159	6789.98
1515	1.70972	1.71023	1.71074	7.66159	0.00391123	7.66159	6789.99
1516	1.71085	1.71136	1.71187	7.66158	0.00391061	7.66159	6789.99
1517	1.71198	1.71249	1.713	7.66158	0.00390998	7.66158	6789.99
1518	1.7131	1.71362	1.71413	7.66158	0.00390935	7.66158	6790
1519	1.71423	1.71474	1.71525	7.66157	0.00390871	7.66157	6790
1520	1.71536	1.71587	1.71638	7.66157	0.00390806	7.66157	6790.01
1521	1.71649	1.717	1.71751	7.66156	0.00390741	7.66156	6790.01
1522	1.71762	1.71813	1.71864	7.66156	0.00390676	7.66156	6790.01
1523	1.71875	1.71926	1.71977	7.66155	0.0039061	7.66155	6790.02
1524	1.71988	1.72039	1.7209	7.66155	0.00390544	7.66155	6790.02
1525	1.721	1.72151	1.72202	7.66154	0.00390477	7.66155	6790.03
1526	1.72213	1.72264	1.72315	7.66154	0.00390409	7.66154	6790.03
1527	1.72326	1.72377	1.72428	7.66154	0.00390341	7.66154	6790.03
